amt,gender,city_pop,is_fraud,age,trans_month,trans_year,latitudinal_distance,longitudinal_distance,category_food_dining,category_gas_transport,category_grocery_net,category_grocery_pos,category_health_fitness,category_home,category_kids_pets,category_misc_net,category_misc_pos,category_personal_care,category_shopping_net,category_shopping_pos,category_travel
16.21,0,37,1,61.0,3,2019,0.128,0.245,0,0,1,0,0,0,0,0,0,0,0,0,0
19.71,0,37,1,61.0,3,2019,0.765,0.212,0,1,0,0,0,0,0,0,0,0,0,0,0
823.05,0,37,1,61.0,3,2019,0.589,0.737,0,0,0,0,0,0,0,0,0,0,0,1,0
1045.91,1,463,1,70.0,3,2019,0.134,0.837,0,0,0,0,0,0,0,0,0,0,1,0,0
621.8,1,463,1,70.0,3,2019,0.495,0.548,0,0,0,0,0,0,0,0,0,0,0,0,0
1126.82,0,37,1,61.0,3,2019,0.18,0.125,0,0,0,0,0,0,0,0,0,0,1,0,0
908.46,0,37,1,61.0,3,2019,0.619,0.828,0,0,0,0,0,0,0,0,0,0,1,0,0
17.8,0,10295,1,21.0,3,2019,0.514,0.21,0,0,1,0,0,0,0,0,0,0,0,0,0
844.43,0,1684,1,25.0,3,2019,0.504,0.643,0,0,0,0,0,0,0,0,0,0,1,0,0
287.07,0,10295,1,21.0,3,2019,0.827,0.815,0,0,0,1,0,0,0,0,0,0,0,0,0
320.93,0,10295,1,21.0,3,2019,0.233,0.404,0,0,0,1,0,0,0,0,0,0,0,0,0
686.01,0,10295,1,21.0,3,2019,0.515,0.937,0,0,0,0,0,0,0,0,0,0,0,1,0
874.83,0,10295,1,21.0,3,2019,0.033,0.974,0,0,0,0,0,0,0,0,0,0,0,1,0
866.48,0,1684,1,25.0,3,2019,0.915,0.854,0,0,0,0,0,0,0,0,0,0,0,1,0
487.15,0,1684,1,25.0,3,2019,0.786,0.879,0,0,0,0,0,0,0,0,0,0,0,0,0
1051.95,0,10295,1,21.0,3,2019,0.27,0.582,0,0,0,0,0,0,0,0,0,0,1,0,0
1014.26,0,1684,1,25.0,3,2019,0.754,0.773,0,0,0,0,0,0,0,0,0,0,0,1,0
22.1,0,10295,1,21.0,3,2019,0.488,0.943,0,0,0,0,0,0,1,0,0,0,0,0,0
15.95,0,1684,1,25.0,3,2019,0.313,0.561,0,0,0,0,0,0,1,0,0,0,0,0,0
955.57,0,10295,1,21.0,3,2019,0.566,0.343,0,0,0,0,0,0,0,0,0,0,1,0,0
934.9,0,10295,1,21.0,3,2019,0.091,0.381,0,0,0,0,0,0,0,0,0,0,1,0,0
310.48,0,10295,1,21.0,3,2019,0.28,0.301,0,0,0,1,0,0,0,0,0,0,0,0,0
8.82,0,10295,1,21.0,3,2019,0.58,0.051,0,1,0,0,0,0,0,0,0,0,0,0,0
837.11,0,10295,1,21.0,3,2019,0.294,0.413,0,0,0,0,0,0,0,1,0,0,0,0,0
1108.62,1,2317,1,54.0,3,2019,0.774,0.113,0,0,0,0,0,0,0,0,0,0,1,0,0
1170.83,0,10295,1,21.0,3,2019,0.681,0.482,0,0,0,0,0,0,0,0,0,0,1,0,0
17.91,0,1684,1,25.0,3,2019,0.944,0.352,0,0,0,0,1,0,0,0,0,0,0,0,0
1080.47,0,10295,1,21.0,3,2019,0.648,0.955,0,0,0,0,0,0,0,0,0,0,1,0,0
1048.63,0,10295,1,21.0,3,2019,0.39,0.059,0,0,0,0,0,0,0,0,0,0,1,0,0
694.57,1,2317,1,54.0,3,2019,0.184,0.614,0,0,0,0,0,0,0,1,0,0,0,0,0
1185.32,1,2317,1,54.0,3,2019,0.51,0.647,0,0,0,0,0,0,0,0,0,0,1,0,0
856.78,1,2317,1,54.0,3,2019,0.207,0.427,0,0,0,0,0,0,0,0,0,0,1,0,0
942.82,1,2317,1,54.0,3,2019,0.074,0.961,0,0,0,0,0,0,0,1,0,0,0,0,0
19.74,0,1684,1,25.0,3,2019,0.447,0.597,0,0,0,0,1,0,0,0,0,0,0,0,0
623.89,0,10295,1,21.0,3,2019,0.063,0.637,0,0,0,0,0,0,0,0,0,0,0,1,0
875.12,1,2317,1,54.0,3,2019,0.066,0.733,0,0,0,0,0,0,0,0,0,0,0,1,0
98.7,0,34882,1,47.0,4,2019,0.577,0.179,1,0,0,0,0,0,0,0,0,0,0,0,0
13.53,1,2317,1,54.0,4,2019,0.638,0.986,0,0,1,0,0,0,0,0,0,0,0,0,0
128.49,0,34882,1,47.0,4,2019,0.795,0.259,1,0,0,0,0,0,0,0,0,0,0,0,0
19.3,1,2317,1,54.0,4,2019,0.277,0.504,0,0,0,0,1,0,0,0,0,0,0,0,0
773.4,1,2317,1,54.0,4,2019,0.665,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0
992.2,1,2317,1,54.0,4,2019,0.395,0.139,0,0,0,0,0,0,0,0,0,0,1,0,0
391.43,0,498,1,28.0,4,2019,0.739,0.486,0,0,0,1,0,0,0,0,0,0,0,0,0
1038.29,0,34882,1,47.0,4,2019,0.781,0.983,0,0,0,0,0,0,0,0,0,0,1,0,0
897.66,0,498,1,28.0,4,2019,0.707,0.431,0,0,0,0,0,0,0,0,0,0,1,0,0
331.74,0,498,1,28.0,4,2019,0.609,0.559,0,0,0,1,0,0,0,0,0,0,0,0,0
21.18,0,498,1,28.0,4,2019,0.776,0.27,0,0,0,0,0,0,0,0,0,1,0,0,0
795.73,0,498,1,28.0,4,2019,0.527,0.769,0,0,0,0,0,0,0,0,1,0,0,0,0
9.47,1,13021,1,17.0,4,2019,0.688,0.214,0,1,0,0,0,0,0,0,0,0,0,0,0
907.95,0,498,1,28.0,4,2019,0.295,0.873,0,0,0,0,0,0,0,0,0,0,1,0,0
369.14,0,45100,1,25.0,4,2019,0.471,0.412,0,0,0,1,0,0,0,0,0,0,0,0,0
269.84,1,13021,1,17.0,4,2019,0.111,0.924,0,0,0,1,0,0,0,0,0,0,0,0,0
895.53,0,498,1,28.0,4,2019,0.73,0.49,0,0,0,0,0,0,0,0,0,0,0,1,0
345.67,0,498,1,28.0,4,2019,0.32,0.458,0,0,0,1,0,0,0,0,0,0,0,0,0
798.46,1,13021,1,17.0,4,2019,0.54,0.141,0,0,0,0,0,0,0,1,0,0,0,0,0
282.82,1,2457,1,38.0,4,2019,0.15,0.045,0,0,0,1,0,0,0,0,0,0,0,0,0
928.19,1,2457,1,38.0,4,2019,0.822,0.765,0,0,0,0,0,0,0,0,0,0,1,0,0
871.92,1,13021,1,17.0,4,2019,0.148,0.773,0,0,0,0,0,0,0,0,0,0,0,1,0
958.38,1,2457,1,38.0,4,2019,0.304,0.502,0,0,0,0,0,0,0,0,0,0,1,0,0
18.52,0,45100,1,25.0,4,2019,0.762,0.582,0,0,0,0,0,0,1,0,0,0,0,0,0
269.86,0,45100,1,25.0,4,2019,0.642,0.017,0,0,0,0,0,1,0,0,0,0,0,0,0
282.97,1,2457,1,38.0,4,2019,0.796,0.944,0,0,0,1,0,0,0,0,0,0,0,0,0
809.46,1,13021,1,17.0,4,2019,0.196,0.298,0,0,0,0,0,0,0,0,0,0,0,1,0
1083.02,1,2457,1,38.0,4,2019,0.223,0.933,0,0,0,0,0,0,0,0,0,0,1,0,0
994.0,1,13021,1,17.0,4,2019,0.858,0.908,0,0,0,0,0,0,0,0,0,0,1,0,0
295.47,1,2457,1,38.0,4,2019,0.658,0.158,0,0,0,1,0,0,0,0,0,0,0,0,0
358.55,0,45100,1,25.0,4,2019,0.321,0.387,0,0,0,1,0,0,0,0,0,0,0,0,0
857.34,1,13021,1,17.0,4,2019,0.98,0.88,0,0,0,0,0,0,0,1,0,0,0,0,0
335.96,1,13021,1,17.0,4,2019,0.854,0.284,0,0,0,1,0,0,0,0,0,0,0,0,0
11.7,1,2457,1,38.0,4,2019,0.105,0.42,0,1,0,0,0,0,0,0,0,0,0,0,0
791.92,0,45100,1,25.0,4,2019,0.31,0.906,0,0,0,0,0,0,0,0,0,0,1,0,0
933.08,0,45100,1,25.0,4,2019,0.318,0.798,0,0,0,0,0,0,0,0,0,0,0,1,0
907.76,1,13021,1,17.0,4,2019,0.752,0.815,0,0,0,0,0,0,0,1,0,0,0,0,0
816.43,0,1478,1,53.0,4,2019,0.312,0.133,0,0,0,0,0,0,0,1,0,0,0,0,0
1213.87,1,13021,1,17.0,4,2019,0.375,0.736,0,0,0,0,0,0,0,0,0,0,1,0,0
814.74,1,2457,1,38.0,4,2019,0.148,0.52,0,0,0,0,0,0,0,0,0,0,0,1,0
853.84,1,2457,1,38.0,4,2019,0.781,0.904,0,0,0,0,0,0,0,0,0,0,1,0,0
403.93,0,1478,1,53.0,4,2019,0.359,0.335,0,0,0,0,0,1,0,0,0,0,0,0,0
24.84,0,1478,1,53.0,4,2019,0.325,0.26,0,1,0,0,0,0,0,0,0,0,0,0,0
319.57,0,1478,1,53.0,4,2019,0.76,0.917,0,0,0,1,0,0,0,0,0,0,0,0,0
872.79,0,1478,1,53.0,4,2019,0.348,0.801,0,0,0,0,0,0,0,0,0,0,1,0,0
50.3,0,1478,1,53.0,4,2019,0.183,0.959,0,0,0,0,0,0,0,0,0,1,0,0,0
307.8,0,1478,1,53.0,4,2019,0.082,0.005,0,0,0,1,0,0,0,0,0,0,0,0,0
316.5,1,158701,1,41.0,4,2019,0.049,0.043,0,0,0,1,0,0,0,0,0,0,0,0,0
8.71,1,158701,1,41.0,4,2019,0.38,0.369,0,1,0,0,0,0,0,0,0,0,0,0,0
285.75,1,158701,1,41.0,4,2019,0.558,0.005,0,0,0,1,0,0,0,0,0,0,0,0,0
9.36,1,158701,1,41.0,4,2019,0.078,0.456,0,1,0,0,0,0,0,0,0,0,0,0,0
900.17,1,158701,1,41.0,4,2019,0.674,0.616,0,0,0,0,0,0,0,0,0,0,1,0,0
744.64,1,158701,1,41.0,4,2019,0.438,0.072,0,0,0,0,0,0,0,0,0,0,0,1,0
1173.54,1,158701,1,41.0,4,2019,0.605,0.433,0,0,0,0,0,0,0,0,0,0,1,0,0
7.87,0,2566,1,60.0,4,2019,0.957,0.536,0,1,0,0,0,0,0,0,0,0,0,0,0
793.53,1,222785,1,37.0,4,2019,0.673,0.99,0,0,0,0,0,0,0,1,0,0,0,0,0
659.64,1,222785,1,37.0,4,2019,0.673,0.685,0,0,0,0,0,0,0,1,0,0,0,0,0
650.82,1,222785,1,37.0,4,2019,0.862,0.941,0,0,0,0,0,0,0,1,0,0,0,0,0
12.82,1,222785,1,37.0,4,2019,0.538,0.183,0,1,0,0,0,0,0,0,0,0,0,0,0
948.76,1,222785,1,37.0,4,2019,0.371,0.776,0,0,0,0,0,0,0,0,0,0,1,0,0
885.19,0,2566,1,60.0,4,2019,0.533,0.683,0,0,0,0,0,0,0,0,0,0,1,0,0
997.25,0,2566,1,60.0,4,2019,0.732,0.578,0,0,0,0,0,0,0,0,0,0,0,1,0
21.04,1,222785,1,37.0,4,2019,0.48,0.17,0,0,0,0,0,0,1,0,0,0,0,0,0
310.44,0,2566,1,60.0,4,2019,0.995,0.852,0,0,0,1,0,0,0,0,0,0,0,0,0
9.99,0,2566,1,60.0,4,2019,0.53,0.524,0,0,0,0,0,0,0,0,0,0,0,0,1
940.16,0,2566,1,60.0,4,2019,0.566,0.577,0,0,0,0,0,0,0,0,0,0,1,0,0
1053.8,0,2566,1,60.0,4,2019,0.543,0.089,0,0,0,0,0,0,0,0,0,0,0,1,0
17.65,1,1666,1,50.0,4,2019,0.645,0.566,0,1,0,0,0,0,0,0,0,0,0,0,0
339.61,1,1666,1,50.0,4,2019,0.355,0.607,0,0,0,1,0,0,0,0,0,0,0,0,0
307.56,1,222785,1,37.0,4,2019,0.653,0.23,0,0,0,1,0,0,0,0,0,0,0,0,0
311.01,1,1666,1,50.0,4,2019,0.519,0.126,0,0,0,1,0,0,0,0,0,0,0,0,0
350.75,1,1666,1,50.0,4,2019,0.129,0.375,0,0,0,1,0,0,0,0,0,0,0,0,0
7.65,1,222785,1,37.0,4,2019,0.812,0.483,0,0,1,0,0,0,0,0,0,0,0,0,0
302.16,1,1666,1,50.0,4,2019,0.086,0.462,0,0,0,1,0,0,0,0,0,0,0,0,0
12.13,1,222785,1,37.0,4,2019,0.45,0.147,0,1,0,0,0,0,0,0,0,0,0,0,0
300.98,1,1666,1,50.0,4,2019,0.127,0.013,0,0,0,1,0,0,0,0,0,0,0,0,0
884.05,1,1666,1,50.0,4,2019,0.802,0.897,0,0,0,0,0,0,0,0,0,0,1,0,0
276.48,0,2566,1,60.0,4,2019,0.745,0.34,0,0,0,1,0,0,0,0,0,0,0,0,0
887.45,1,222785,1,37.0,4,2019,0.548,0.398,0,0,0,0,0,0,0,0,0,0,1,0,0
913.18,0,2566,1,60.0,4,2019,0.424,0.511,0,0,0,0,0,0,0,1,0,0,0,0,0
818.46,1,1666,1,50.0,4,2019,0.156,0.83,0,0,0,0,0,0,0,1,0,0,0,0,0
1071.8,0,2566,1,60.0,4,2019,0.147,0.075,0,0,0,0,0,0,0,0,0,0,1,0,0
537.36,1,1666,1,50.0,4,2019,0.568,0.716,0,0,0,0,0,0,0,0,0,0,0,0,0
826.39,0,2566,1,60.0,4,2019,0.647,0.422,0,0,0,0,0,0,0,1,0,0,0,0,0
918.24,1,1666,1,50.0,4,2019,0.888,0.126,0,0,0,0,0,0,0,0,0,0,1,0,0
862.11,0,2566,1,60.0,4,2019,0.507,0.061,0,0,0,0,0,0,0,1,0,0,0,0,0
1012.71,1,222785,1,37.0,4,2019,0.707,0.054,0,0,0,0,0,0,0,0,0,0,1,0,0
17.28,1,1666,1,50.0,4,2019,0.179,0.437,0,1,0,0,0,0,0,0,0,0,0,0,0
350.7,1,1666,1,50.0,4,2019,0.813,0.726,0,0,0,1,0,0,0,0,0,0,0,0,0
910.76,0,276,1,89.0,4,2019,0.724,0.343,0,0,0,0,0,0,0,1,0,0,0,0,0
612.5,1,1666,1,50.0,4,2019,0.377,0.386,0,0,0,0,0,0,0,0,0,0,0,0,0
697.52,0,276,1,89.0,4,2019,0.161,0.241,0,0,0,0,0,0,0,1,0,0,0,0,0
390.85,1,1666,1,50.0,4,2019,0.757,0.888,0,0,0,0,0,1,0,0,0,0,0,0,0
49.83,0,276,1,89.0,4,2019,0.175,0.67,0,0,0,0,0,0,0,0,1,0,0,0,0
946.04,1,1666,1,50.0,4,2019,0.969,0.066,0,0,0,0,0,0,0,0,0,0,1,0,0
23.02,0,276,1,89.0,4,2019,0.476,0.966,0,1,0,0,0,0,0,0,0,0,0,0,0
12.0,0,276,1,89.0,4,2019,0.804,0.326,0,0,1,0,0,0,0,0,0,0,0,0,0
349.7,0,276,1,89.0,4,2019,0.728,0.429,0,0,0,1,0,0,0,0,0,0,0,0,0
326.64,0,276,1,89.0,4,2019,0.172,0.169,0,0,0,1,0,0,0,0,0,0,0,0,0
974.95,0,276,1,89.0,4,2019,0.572,0.321,0,0,0,0,0,0,0,0,0,0,1,0,0
337.68,0,276,1,89.0,4,2019,0.877,0.655,0,0,0,1,0,0,0,0,0,0,0,0,0
847.19,0,276,1,89.0,4,2019,0.412,0.636,0,0,0,0,0,0,0,1,0,0,0,0,0
340.41,0,276,1,89.0,4,2019,0.972,0.721,0,0,0,1,0,0,0,0,0,0,0,0,0
873.75,0,276,1,89.0,4,2019,0.857,0.088,0,0,0,0,0,0,0,0,0,0,0,1,0
297.86,1,1442,1,36.0,4,2019,0.612,0.006,0,0,0,1,0,0,0,0,0,0,0,0,0
279.01,1,1442,1,36.0,4,2019,0.332,0.805,0,0,0,1,0,0,0,0,0,0,0,0,0
322.29,1,1442,1,36.0,4,2019,0.471,0.017,0,0,0,1,0,0,0,0,0,0,0,0,0
1020.45,1,1442,1,36.0,4,2019,0.923,0.121,0,0,0,0,0,0,0,0,0,0,1,0,0
22.51,1,1442,1,36.0,4,2019,0.751,0.331,0,0,0,0,0,0,0,0,0,1,0,0,0
990.74,0,1791,1,53.0,4,2019,0.187,0.291,0,0,0,0,0,0,0,0,0,0,0,1,0
319.85,0,1791,1,53.0,4,2019,0.26,0.394,0,0,0,1,0,0,0,0,0,0,0,0,0
970.76,1,1442,1,36.0,4,2019,0.213,0.549,0,0,0,0,0,0,0,0,0,0,1,0,0
19.94,1,800,1,86.0,4,2019,0.518,0.049,0,1,0,0,0,0,0,0,0,0,0,0,0
18.41,1,800,1,86.0,4,2019,0.155,0.421,0,1,0,0,0,0,0,0,0,0,0,0,0
22.8,0,1791,1,53.0,4,2019,0.185,0.886,0,1,0,0,0,0,0,0,0,0,0,0,0
323.44,0,1791,1,53.0,4,2019,0.009,0.61,0,0,0,1,0,0,0,0,0,0,0,0,0
293.14,1,1442,1,36.0,4,2019,0.683,0.372,0,0,0,1,0,0,0,0,0,0,0,0,0
345.91,1,800,1,86.0,4,2019,0.98,0.688,0,0,0,1,0,0,0,0,0,0,0,0,0
17.72,1,800,1,86.0,4,2019,0.509,0.227,0,1,0,0,0,0,0,0,0,0,0,0,0
21.71,1,800,1,86.0,4,2019,0.3,0.554,0,1,0,0,0,0,0,0,0,0,0,0,0
299.93,1,1442,1,36.0,4,2019,0.232,0.127,0,0,0,1,0,0,0,0,0,0,0,0,0
1071.78,1,800,1,86.0,4,2019,0.428,0.796,0,0,0,0,0,0,0,0,0,0,1,0,0
929.44,1,800,1,86.0,4,2019,0.815,0.838,0,0,0,0,0,0,0,0,0,0,1,0,0
312.6,1,1442,1,36.0,4,2019,0.219,0.597,0,0,0,1,0,0,0,0,0,0,0,0,0
302.12,1,1442,1,36.0,4,2019,0.091,0.364,0,0,0,1,0,0,0,0,0,0,0,0,0
340.95,1,800,1,86.0,4,2019,0.973,0.18,0,0,0,1,0,0,0,0,0,0,0,0,0
13.19,1,800,1,86.0,4,2019,0.036,0.708,0,0,1,0,0,0,0,0,0,0,0,0,0
346.44,1,800,1,86.0,4,2019,0.771,0.18,0,0,0,1,0,0,0,0,0,0,0,0,0
742.26,1,1565,1,50.0,4,2019,0.343,0.633,0,0,0,0,0,0,0,1,0,0,0,0,0
49.85,1,800,1,86.0,4,2019,0.234,0.02,0,0,0,0,0,0,0,0,1,0,0,0,0
758.99,1,1565,1,50.0,4,2019,0.603,0.793,0,0,0,0,0,0,0,1,0,0,0,0,0
732.99,1,1565,1,50.0,4,2019,0.016,0.988,0,0,0,0,0,0,0,1,0,0,0,0,0
932.2,1,800,1,86.0,4,2019,0.913,0.522,0,0,0,0,0,0,0,0,0,0,0,1,0
1.18,1,800,1,86.0,4,2019,0.296,0.933,0,0,0,0,0,0,0,0,0,0,0,0,1
931.0,1,1565,1,50.0,4,2019,0.724,0.975,0,0,0,0,0,0,0,0,0,0,0,1,0
1029.83,1,1565,1,50.0,4,2019,0.651,0.129,0,0,0,0,0,0,0,0,0,0,1,0,0
868.14,1,800,1,86.0,4,2019,0.684,0.225,0,0,0,0,0,0,0,1,0,0,0,0,0
815.38,1,1565,1,50.0,4,2019,0.395,0.622,0,0,0,0,0,0,0,0,0,0,0,1,0
17.56,1,1565,1,50.0,4,2019,0.898,0.99,0,0,1,0,0,0,0,0,0,0,0,0,0
332.61,1,1565,1,50.0,4,2019,0.744,0.444,0,0,0,1,0,0,0,0,0,0,0,0,0
1160.47,1,47119,1,53.0,4,2019,0.13,0.095,0,0,0,0,0,0,0,0,0,0,1,0,0
985.49,1,47119,1,53.0,4,2019,0.582,0.914,0,0,0,0,0,0,0,0,0,0,1,0,0
713.24,1,1565,1,50.0,4,2019,0.726,0.997,0,0,0,0,0,0,0,0,0,0,0,1,0
978.91,1,47119,1,53.0,4,2019,0.697,0.137,0,0,0,0,0,0,0,1,0,0,0,0,0
103.9,1,47119,1,53.0,4,2019,0.39,0.937,1,0,0,0,0,0,0,0,0,0,0,0,0
799.11,1,1565,1,50.0,4,2019,0.136,0.491,0,0,0,0,0,0,0,1,0,0,0,0,0
890.87,1,47119,1,53.0,4,2019,0.573,0.266,0,0,0,0,0,0,0,0,0,0,1,0,0
11.28,1,47119,1,53.0,4,2019,0.469,0.031,0,0,1,0,0,0,0,0,0,0,0,0,0
9.07,1,47119,1,53.0,4,2019,0.649,0.698,0,1,0,0,0,0,0,0,0,0,0,0,0
829.05,1,47119,1,53.0,4,2019,0.583,0.807,0,0,0,0,0,0,0,0,0,0,0,1,0
733.51,1,47119,1,53.0,4,2019,0.13,0.232,0,0,0,0,0,0,0,1,0,0,0,0,0
860.53,1,47119,1,53.0,4,2019,0.7,0.928,0,0,0,0,0,0,0,0,0,0,1,0,0
927.78,1,47119,1,53.0,4,2019,0.736,0.991,0,0,0,0,0,0,0,0,0,0,1,0,0
859.7,1,47119,1,53.0,4,2019,0.97,0.531,0,0,0,0,0,0,0,1,0,0,0,0,0
264.87,1,79008,1,34.0,4,2019,0.6,0.269,0,0,0,1,0,0,0,0,0,0,0,0,0
289.11,1,2142,1,42.0,4,2019,0.697,0.415,0,0,0,1,0,0,0,0,0,0,0,0,0
8.73,1,79008,1,34.0,4,2019,0.361,0.899,0,1,0,0,0,0,0,0,0,0,0,0,0
308.25,1,2142,1,42.0,4,2019,0.311,0.922,0,0,0,1,0,0,0,0,0,0,0,0,0
8.86,1,2142,1,42.0,4,2019,0.754,0.277,0,1,0,0,0,0,0,0,0,0,0,0,0
18.62,1,79008,1,34.0,4,2019,0.867,0.412,0,0,0,0,0,0,1,0,0,0,0,0,0
1094.57,1,79008,1,34.0,4,2019,0.864,0.984,0,0,0,0,0,0,0,0,0,0,1,0,0
727.32,1,2142,1,42.0,4,2019,0.032,0.746,0,0,0,0,0,0,0,1,0,0,0,0,0
683.14,1,79008,1,34.0,4,2019,0.536,0.086,0,0,0,0,0,0,0,1,0,0,0,0,0
782.4,1,2142,1,42.0,4,2019,0.89,0.324,0,0,0,0,0,0,0,1,0,0,0,0,0
997.32,1,79008,1,34.0,4,2019,0.388,0.169,0,0,0,0,0,0,0,0,0,0,1,0,0
928.13,1,79008,1,34.0,4,2019,0.088,0.491,0,0,0,0,0,0,0,0,0,0,1,0,0
119.29,1,79008,1,34.0,4,2019,0.863,0.718,1,0,0,0,0,0,0,0,0,0,0,0,0
734.75,1,633,1,91.0,4,2019,0.869,0.759,0,0,0,0,0,0,0,1,0,0,0,0,0
888.44,1,633,1,91.0,4,2019,0.385,0.411,0,0,0,0,0,0,0,0,0,0,1,0,0
1045.75,1,2142,1,42.0,4,2019,0.632,0.071,0,0,0,0,0,0,0,0,0,0,1,0,0
613.99,1,633,1,91.0,4,2019,0.055,0.724,0,0,0,0,0,0,0,1,0,0,0,0,0
989.17,1,2142,1,42.0,4,2019,0.825,0.161,0,0,0,0,0,0,0,0,0,0,1,0,0
1053.81,1,2142,1,42.0,4,2019,0.995,0.518,0,0,0,0,0,0,0,0,0,0,1,0,0
8.05,1,46944,1,77.0,4,2019,0.689,0.821,0,0,1,0,0,0,0,0,0,0,0,0,0
296.69,1,2142,1,42.0,4,2019,0.76,0.312,0,0,0,1,0,0,0,0,0,0,0,0,0
309.33,1,46944,1,77.0,4,2019,0.352,0.357,0,0,0,1,0,0,0,0,0,0,0,0,0
306.6,1,46944,1,77.0,4,2019,0.157,0.057,0,0,0,1,0,0,0,0,0,0,0,0,0
287.26,1,5196,1,41.0,4,2019,0.563,0.026,0,0,0,1,0,0,0,0,0,0,0,0,0
7.13,1,46944,1,77.0,4,2019,0.615,0.109,0,0,0,0,0,0,0,0,1,0,0,0,0
346.58,1,633,1,91.0,4,2019,0.088,0.855,0,0,0,1,0,0,0,0,0,0,0,0,0
1000.47,1,5196,1,41.0,4,2019,0.643,0.387,0,0,0,0,0,0,0,0,0,0,1,0,0
1164.36,1,2142,1,42.0,4,2019,0.559,0.652,0,0,0,0,0,0,0,0,0,0,1,0,0
993.93,1,79008,1,34.0,4,2019,0.151,0.487,0,0,0,0,0,0,0,0,0,0,1,0,0
1128.77,1,2142,1,42.0,4,2019,0.191,0.367,0,0,0,0,0,0,0,0,0,0,1,0,0
757.82,1,2142,1,42.0,4,2019,0.195,0.516,0,0,0,0,0,0,0,1,0,0,0,0,0
350.64,1,633,1,91.0,4,2019,0.083,0.792,0,0,0,1,0,0,0,0,0,0,0,0,0
988.04,1,46944,1,77.0,4,2019,0.366,0.808,0,0,0,0,0,0,0,0,0,0,0,1,0
331.2,1,633,1,91.0,4,2019,0.923,0.745,0,0,0,1,0,0,0,0,0,0,0,0,0
929.76,1,46944,1,77.0,4,2019,0.611,0.006,0,0,0,0,0,0,0,0,0,0,0,1,0
774.11,1,2142,1,42.0,4,2019,0.455,0.418,0,0,0,0,0,0,0,0,0,0,1,0,0
974.78,1,5196,1,41.0,4,2019,0.324,0.971,0,0,0,0,0,0,0,0,0,0,1,0,0
1173.4,1,79008,1,34.0,4,2019,0.959,0.173,0,0,0,0,0,0,0,0,0,0,1,0,0
319.37,1,2142,1,42.0,4,2019,0.968,0.748,0,0,0,1,0,0,0,0,0,0,0,0,0
264.88,1,46944,1,77.0,4,2019,0.561,0.696,0,0,0,1,0,0,0,0,0,0,0,0,0
316.73,1,5196,1,41.0,4,2019,0.868,0.787,0,0,0,1,0,0,0,0,0,0,0,0,0
8.4,1,5196,1,41.0,4,2019,0.234,0.04,0,0,0,0,0,0,0,0,1,0,0,0,0
933.83,1,46944,1,77.0,4,2019,0.815,0.368,0,0,0,0,0,0,0,0,0,0,0,1,0
877.57,1,46944,1,77.0,4,2019,0.504,0.531,0,0,0,0,0,0,0,0,0,0,1,0,0
879.31,1,5196,1,41.0,4,2019,0.729,0.802,0,0,0,0,0,0,0,0,0,0,0,1,0
940.74,1,46944,1,77.0,4,2019,0.059,0.562,0,0,0,0,0,0,0,0,0,0,1,0,0
1036.43,1,46944,1,77.0,4,2019,0.839,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0
897.82,1,46944,1,77.0,4,2019,0.889,0.901,0,0,0,0,0,0,0,0,0,0,1,0,0
1069.44,1,5196,1,41.0,4,2019,0.134,0.768,0,0,0,0,0,0,0,0,0,0,1,0,0
802.95,0,54185,1,26.0,4,2019,0.922,0.623,0,0,0,0,0,0,0,0,0,0,0,1,0
306.26,1,4680,1,33.0,4,2019,0.119,0.077,0,0,0,1,0,0,0,0,0,0,0,0,0
295.59,1,1022298,1,42.0,4,2019,0.342,0.633,0,0,0,1,0,0,0,0,0,0,0,0,0
870.34,1,4680,1,33.0,4,2019,0.437,0.297,0,0,0,0,0,0,0,1,0,0,0,0,0
271.17,1,4680,1,33.0,4,2019,0.89,0.778,0,0,0,1,0,0,0,0,0,0,0,0,0
6.47,0,54185,1,26.0,4,2019,0.347,0.775,0,1,0,0,0,0,0,0,0,0,0,0,0
899.06,1,4680,1,33.0,4,2019,0.598,0.868,0,0,0,0,0,0,0,0,0,0,0,1,0
973.89,1,1022298,1,42.0,4,2019,0.742,0.265,0,0,0,0,0,0,0,0,0,0,1,0,0
1089.5,1,1022298,1,42.0,4,2019,0.656,0.86,0,0,0,0,0,0,0,0,0,0,1,0,0
495.11,1,1022298,1,42.0,4,2019,0.642,0.077,0,0,0,0,0,0,0,0,0,0,0,0,0
110.39,1,1022298,1,42.0,4,2019,0.256,0.992,1,0,0,0,0,0,0,0,0,0,0,0,0
1052.8,1,1022298,1,42.0,4,2019,0.608,0.953,0,0,0,0,0,0,0,0,0,0,1,0,0
577.62,0,54185,1,26.0,4,2019,0.612,0.058,0,0,0,0,0,0,0,0,0,0,0,0,0
7.61,0,54185,1,26.0,4,2019,0.399,0.541,0,0,0,0,0,0,0,0,1,0,0,0,0
307.42,1,1022298,1,42.0,4,2019,0.855,0.521,0,0,0,1,0,0,0,0,0,0,0,0,0
983.87,0,54185,1,26.0,4,2019,0.399,0.037,0,0,0,0,0,0,0,0,0,0,1,0,0
845.48,1,1022298,1,42.0,4,2019,0.931,0.085,0,0,0,0,0,0,0,1,0,0,0,0,0
