amt,gender,city_pop,age,trans_month,trans_year,latitudinal_distance,longitudinal_distance,category_food_dining,category_gas_transport,category_grocery_net,category_grocery_pos,category_health_fitness,category_home,category_kids_pets,category_misc_net,category_misc_pos,category_personal_care,category_shopping_net,category_shopping_pos,category_travel
2.37,1,35299,44.0,4,2020,0.246,0.667,0,0,0,0,0,0,0,0,0,0,0,1,0
74.26,0,242,31.0,5,2019,0.016,0.915,1,0,0,0,0,0,0,0,0,0,0,0,0
6.93,0,22305,80.0,7,2019,0.775,0.681,0,0,0,0,0,0,0,0,0,0,0,0,0
21.21,0,1606,53.0,7,2019,0.916,0.974,0,0,0,0,0,0,0,0,0,0,1,0,0
85.82,1,470,54.0,12,2019,0.92,0.428,0,0,0,0,0,0,0,0,0,1,0,0,0
800.91,0,167,31.0,3,2020,0.385,0.305,0,0,0,0,0,0,0,0,1,0,0,0,0
342.44,1,3766,36.0,5,2020,0.349,0.105,0,0,0,0,0,0,0,0,0,0,0,0,0
120.18,0,14871,46.0,4,2020,0.512,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0
4.18,0,1606,54.0,6,2020,0.471,0.197,0,0,0,0,0,0,0,0,0,0,0,1,0
350.75,0,642,73.0,6,2020,0.422,0.259,0,0,0,1,0,0,0,0,0,0,0,0,0
184.27,0,1051,42.0,6,2019,0.207,0.412,0,0,0,0,1,0,0,0,0,0,0,0,0
884.05,1,1666,50.0,4,2019,0.802,0.897,0,0,0,0,0,0,0,0,0,0,1,0,0
987.33,0,8007,78.0,7,2019,0.154,0.838,0,0,0,0,0,0,0,0,0,0,1,0,0
1.93,0,313,43.0,6,2019,0.523,0.172,0,0,0,0,0,0,0,0,0,0,1,0,0
20.17,0,1526206,46.0,3,2019,0.659,0.768,0,0,0,0,1,0,0,0,0,0,0,0,0
826.2,0,337,64.0,5,2019,0.746,0.978,0,0,0,0,0,0,0,0,0,0,0,1,0
20.91,0,313,43.0,11,2019,0.937,0.073,0,0,0,0,0,0,0,0,0,1,0,0,0
1059.96,1,895,20.0,8,2019,0.124,0.245,0,0,0,0,0,0,0,0,0,0,1,0,0
981.17,0,910148,44.0,12,2019,0.18,0.178,0,0,0,0,0,0,0,0,0,0,1,0,0
1.04,0,863,47.0,1,2020,0.075,0.871,0,0,0,0,0,0,0,1,0,0,0,0,0
54.75,1,2135,58.0,10,2019,0.495,0.77,0,0,0,0,0,0,0,0,0,1,0,0,0
72.68,1,1988,41.0,12,2019,0.482,0.724,0,0,0,0,1,0,0,0,0,0,0,0,0
306.23,1,272,17.0,2,2019,0.959,0.079,0,0,0,1,0,0,0,0,0,0,0,0,0
70.05,1,20328,34.0,12,2019,0.126,0.523,0,0,1,0,0,0,0,0,0,0,0,0,0
18.04,0,92985,51.0,3,2020,0.634,0.677,0,0,0,0,0,1,0,0,0,0,0,0,0
1016.64,0,151022,79.0,2,2019,0.048,0.919,0,0,0,0,0,0,0,0,0,0,1,0,0
4.95,1,21635,18.0,2,2020,0.985,0.864,0,0,0,0,0,0,0,1,0,0,0,0,0
841.07,1,1758,62.0,9,2019,0.507,0.187,0,0,0,0,0,0,0,1,0,0,0,0,0
5.03,1,60,77.0,9,2019,0.321,0.273,0,0,0,0,0,0,1,0,0,0,0,0,0
21.51,1,1979,49.0,11,2019,0.481,0.783,1,0,0,0,0,0,0,0,0,0,0,0,0
834.52,1,1120,62.0,7,2019,0.986,0.384,0,0,0,0,0,0,0,1,0,0,0,0,0
287.38,1,1654,29.0,6,2020,0.253,0.893,0,0,0,1,0,0,0,0,0,0,0,0,0
83.71,1,333497,51.0,1,2020,0.985,0.83,0,0,0,0,0,0,1,0,0,0,0,0,0
22.39,0,31970,83.0,2,2019,0.902,0.566,0,0,0,0,1,0,0,0,0,0,0,0,0
921.04,1,10127,63.0,4,2019,0.361,0.642,0,0,0,0,0,0,0,0,0,0,1,0,0
20.69,0,3066,90.0,2,2019,0.081,0.105,0,0,0,0,0,0,1,0,0,0,0,0,0
18.55,1,470,53.0,3,2019,0.418,0.984,0,1,0,0,0,0,0,0,0,0,0,0,0
9.9,1,206,51.0,2,2019,0.461,0.263,0,0,0,0,0,0,0,0,0,0,0,0,1
389.57,1,186140,53.0,1,2020,0.804,0.872,0,0,0,0,0,0,0,0,0,0,0,0,0
7.13,1,46944,77.0,4,2019,0.615,0.109,0,0,0,0,0,0,0,0,1,0,0,0,0
35.13,1,8269,42.0,7,2019,0.275,0.413,0,0,0,0,0,0,0,0,0,0,0,0,0
793.81,0,1019,40.0,9,2019,0.722,0.641,0,0,0,0,0,0,0,0,1,0,0,0,0
40.97,1,276896,22.0,12,2019,0.739,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0
9.21,0,123373,26.0,8,2019,0.973,0.018,0,1,0,0,0,0,0,0,0,0,0,0,0
835.45,0,297,57.0,6,2019,0.155,0.192,0,0,0,0,0,0,0,1,0,0,0,0,0
2.26,0,973849,22.0,6,2019,0.473,0.134,0,0,0,0,0,0,0,1,0,0,0,0,0
954.72,1,23045,55.0,11,2019,0.645,0.105,0,0,0,0,0,0,0,0,0,0,1,0,0
1079.44,0,717255,52.0,7,2019,0.18,0.547,0,0,0,0,0,0,0,0,0,0,1,0,0
25.61,1,13835,52.0,7,2019,0.768,0.703,0,0,0,0,0,0,0,0,0,1,0,0,0
18.69,0,927396,58.0,3,2019,0.523,0.999,0,0,0,0,0,0,1,0,0,0,0,0,0
5.69,0,100,45.0,2,2020,0.171,0.237,0,0,0,0,0,0,0,0,0,0,0,1,0
4.98,1,95035,31.0,3,2019,0.864,0.631,0,0,0,0,0,0,0,0,0,0,0,1,0
942.86,1,134056,38.0,2,2019,0.492,0.754,0,0,0,0,0,0,0,0,0,0,1,0,0
718.09,0,1617,29.0,6,2019,0.076,0.88,0,0,0,0,0,0,0,0,1,0,0,0,0
57.39,0,1749,46.0,11,2019,0.793,0.085,0,1,0,0,0,0,0,0,0,0,0,0,0
744.69,0,1943,47.0,1,2019,0.681,0.192,0,0,0,0,0,0,0,0,0,0,0,1,0
107.13,0,8007,79.0,3,2020,0.912,0.665,0,0,0,0,0,0,1,0,0,0,0,0,0
53.67,0,2872,31.0,10,2019,0.373,0.201,0,1,0,0,0,0,0,0,0,0,0,0,0
288.7,0,297,57.0,6,2019,0.06,0.52,0,0,0,1,0,0,0,0,0,0,0,0,0
28.16,1,55581,47.0,1,2020,0.668,0.373,0,0,1,0,0,0,0,0,0,0,0,0,0
86.39,1,823,37.0,8,2019,0.105,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
623.89,0,10295,21.0,3,2019,0.063,0.637,0,0,0,0,0,0,0,0,0,0,0,1,0
22.1,1,1762,57.0,2,2020,0.692,0.278,0,1,0,0,0,0,0,0,0,0,0,0,0
248.5,0,899,25.0,5,2020,0.903,0.028,0,0,0,0,0,1,0,0,0,0,0,0,0
406.3,0,4895,61.0,11,2019,0.635,0.637,0,0,0,0,0,0,0,0,1,0,0,0,0
37.03,0,94325,31.0,3,2019,0.021,0.657,0,0,0,0,0,1,0,0,0,0,0,0,0
282.04,1,639,37.0,10,2019,0.335,0.083,0,0,0,1,0,0,0,0,0,0,0,0,0
71.68,1,3688,46.0,9,2019,0.613,0.081,0,0,0,1,0,0,0,0,0,0,0,0,0
1092.74,1,4680,33.0,4,2019,0.46,0.243,0,0,0,0,0,0,0,0,0,0,1,0,0
75.59,1,395,37.0,7,2019,0.693,0.472,0,0,0,0,0,0,0,0,0,0,0,0,0
113.21,1,2092,57.0,8,2019,0.292,0.242,0,0,0,0,0,1,0,0,0,0,0,0,0
34.24,1,1382480,28.0,4,2019,0.351,0.544,0,0,0,1,0,0,0,0,0,0,0,0,0
331.0,1,381459,46.0,3,2020,0.602,0.363,0,0,0,1,0,0,0,0,0,0,0,0,0
824.92,0,1352,26.0,6,2019,0.321,0.621,0,0,0,0,0,0,0,0,1,0,0,0,0
9.38,0,1423,21.0,5,2020,0.784,0.806,0,1,0,0,0,0,0,0,0,0,0,0,0
40.07,1,9496,26.0,9,2019,0.043,0.638,0,0,0,0,0,0,0,0,0,0,0,0,0
3.96,0,139,65.0,7,2019,0.714,0.387,0,0,0,0,0,0,0,1,0,0,0,0,0
4.14,0,922,46.0,7,2019,0.298,0.138,0,0,0,0,0,0,0,0,1,0,0,0,0
102.47,1,10717,66.0,2,2019,0.508,0.95,0,0,0,0,1,0,0,0,0,0,0,0,0
1047.6,1,13602,35.0,3,2020,0.547,0.667,0,0,0,0,0,0,0,0,0,0,1,0,0
16.33,0,540,35.0,1,2019,0.745,0.577,0,0,0,0,0,0,1,0,0,0,0,0,0
69.08,1,276002,40.0,6,2019,0.013,0.315,0,0,0,0,1,0,0,0,0,0,0,0,0
14.16,1,381459,45.0,7,2019,0.083,0.387,0,0,0,0,0,1,0,0,0,0,0,0,0
1205.18,1,68211,78.0,6,2019,0.898,0.34,0,0,0,0,0,0,0,0,0,0,1,0,0
113.06,0,927396,59.0,3,2020,0.947,0.365,0,0,0,1,0,0,0,0,0,0,0,0,0
55.8,1,376,81.0,10,2019,0.555,0.483,0,1,0,0,0,0,0,0,0,0,0,0,0
150.7,0,1574,36.0,9,2019,0.899,0.444,0,0,0,0,0,0,0,0,1,0,0,0,0
8.61,1,757530,40.0,8,2019,0.383,0.527,0,0,0,0,0,0,0,0,1,0,0,0,0
8.33,0,241,45.0,1,2020,0.215,0.859,0,1,0,0,0,0,0,0,0,0,0,0,0
9.46,1,76383,34.0,5,2019,0.81,0.408,0,1,0,0,0,0,0,0,0,0,0,0,0
77.64,0,1312922,37.0,7,2019,0.628,0.519,0,0,1,0,0,0,0,0,0,0,0,0,0
1089.82,1,349,40.0,12,2019,0.722,0.929,0,0,0,0,0,0,0,0,0,0,1,0,0
1.96,0,46,32.0,5,2019,0.523,0.734,0,0,0,0,0,0,0,0,0,0,0,1,0
946.04,1,1666,50.0,4,2019,0.969,0.066,0,0,0,0,0,0,0,0,0,0,1,0,0
76.37,0,149,41.0,12,2019,0.73,0.945,0,0,0,1,0,0,0,0,0,0,0,0,0
42.31,1,7297,29.0,6,2020,0.356,0.059,0,1,0,0,0,0,0,0,0,0,0,0,0
434.66,0,2263,35.0,12,2019,0.772,0.621,0,0,0,0,0,0,0,0,0,0,0,0,0
116.33,0,1412,49.0,1,2020,0.123,0.649,1,0,0,0,0,0,0,0,0,0,0,0,0
5.49,1,190178,46.0,4,2019,0.675,0.012,0,0,0,0,0,0,0,0,1,0,0,0,0
1111.31,1,143,37.0,8,2019,0.261,0.085,0,0,0,0,0,0,0,0,0,0,1,0,0
795.14,0,78968,52.0,2,2020,0.184,0.699,0,0,0,0,0,0,0,1,0,0,0,0,0
31.62,0,1725,44.0,9,2019,0.6,0.954,0,0,1,0,0,0,0,0,0,0,0,0,0
1090.66,1,76383,34.0,5,2019,0.173,0.202,0,0,0,0,0,0,0,0,0,0,1,0,0
6.44,1,18408,47.0,5,2020,0.632,0.924,0,1,0,0,0,0,0,0,0,0,0,0,0
55.95,0,328,36.0,2,2020,0.773,0.556,0,0,0,0,0,1,0,0,0,0,0,0,0
965.77,1,194500,28.0,12,2019,0.199,0.686,0,0,0,0,0,0,0,0,0,0,1,0,0
85.24,0,84106,48.0,10,2019,0.334,0.421,0,0,0,0,0,0,1,0,0,0,0,0,0
81.07,1,8097,55.0,12,2019,0.515,0.382,0,1,0,0,0,0,0,0,0,0,0,0,0
18.81,0,3343,28.0,4,2019,0.553,0.474,0,0,0,0,0,0,0,0,0,1,0,0,0
1.69,0,242,31.0,6,2019,0.8,0.348,0,0,0,0,0,0,0,0,0,0,1,0,0
3.1,0,743,47.0,12,2019,0.954,0.277,0,0,0,0,0,0,0,0,0,0,0,1,0
980.76,0,502,59.0,6,2019,0.849,0.086,0,0,0,0,0,0,0,0,0,0,1,0,0
308.55,0,254,66.0,2,2019,0.983,0.106,0,0,0,1,0,0,0,0,0,0,0,0,0
37.0,0,3684,37.0,6,2019,0.046,0.366,0,0,0,0,0,1,0,0,0,0,0,0,0
78.13,0,4049,60.0,3,2020,0.919,0.11,0,0,0,0,0,1,0,0,0,0,0,0,0
1006.38,0,1583,20.0,2,2020,0.285,0.601,0,0,0,0,0,0,0,0,0,0,1,0,0
74.78,1,95,25.0,2,2019,0.112,0.933,0,0,0,0,0,0,0,0,0,0,0,0,0
66.25,0,5989,53.0,6,2020,0.256,0.134,0,0,0,1,0,0,0,0,0,0,0,0,0
10.62,0,45100,26.0,6,2020,0.926,0.153,0,0,0,0,0,0,0,0,1,0,0,0,0
304.93,0,4431,93.0,2,2019,0.243,0.723,0,0,0,1,0,0,0,0,0,0,0,0,0
1206.65,1,2661,70.0,3,2019,0.927,0.406,0,0,0,0,0,0,0,0,0,0,0,1,0
11.46,1,381459,45.0,7,2019,0.753,0.197,0,0,0,0,0,0,0,0,0,1,0,0,0
921.48,0,5908,58.0,5,2020,0.717,0.864,0,0,0,0,0,0,0,0,0,0,1,0,0
808.67,1,1480,45.0,12,2019,0.197,0.638,0,0,0,0,0,0,0,0,0,0,0,1,0
20.58,0,18799,19.0,4,2019,0.325,0.459,0,0,0,0,1,0,0,0,0,0,0,0,0
904.09,1,2443,78.0,12,2019,0.468,0.624,0,0,0,0,0,0,0,1,0,0,0,0,0
61.7,1,2135,58.0,11,2019,0.725,0.085,0,0,0,0,0,1,0,0,0,0,0,0,0
65.8,1,695,65.0,5,2020,0.024,0.545,0,0,0,0,0,0,0,0,0,1,0,0,0
1010.74,0,67100,81.0,2,2019,0.131,0.781,0,0,0,0,0,0,0,0,0,0,1,0,0
1051.21,0,18459,90.0,3,2019,0.956,0.771,0,0,0,0,0,0,0,0,0,0,1,0,0
19.89,0,1201,39.0,12,2019,0.935,0.69,0,0,0,0,0,0,0,0,0,1,0,0,0
716.21,0,70,63.0,5,2020,0.551,0.71,0,0,0,0,0,0,0,1,0,0,0,0,0
890.87,1,47119,53.0,4,2019,0.573,0.266,0,0,0,0,0,0,0,0,0,0,1,0,0
760.76,0,22191,25.0,9,2019,0.731,0.819,0,0,0,0,0,0,0,0,0,0,0,1,0
264.35,0,2376,46.0,10,2019,0.236,0.499,0,0,0,0,0,0,0,0,0,0,0,0,0
74.65,1,1140,33.0,5,2020,0.172,0.576,0,0,0,0,0,0,0,0,0,0,0,0,0
1088.48,1,19054,43.0,6,2020,0.327,0.438,0,0,0,0,0,0,0,0,0,0,1,0,0
340.22,0,1617,29.0,6,2019,0.518,0.153,0,0,0,1,0,0,0,0,0,0,0,0,0
8.47,1,35439,34.0,3,2020,0.662,0.179,0,0,0,0,0,0,0,0,0,0,0,0,0
334.52,0,2148,66.0,11,2019,0.332,0.132,0,0,0,1,0,0,0,0,0,0,0,0,0
2.69,1,2258,82.0,9,2019,0.629,0.98,0,0,0,0,0,0,0,0,0,0,0,1,0
824.27,0,13061,61.0,6,2020,0.556,0.352,0,0,0,0,0,0,0,1,0,0,0,0,0
369.0,0,1943,47.0,1,2019,0.944,0.332,0,0,0,1,0,0,0,0,0,0,0,0,0
1004.6,1,28506,80.0,8,2019,0.604,0.11,0,0,0,0,0,0,0,0,0,0,1,0,0
947.25,1,5666,16.0,12,2019,0.234,0.099,0,0,0,0,0,0,0,0,0,0,1,0,0
96.44,1,795,33.0,6,2019,0.397,0.691,0,0,0,0,0,0,0,0,0,0,1,0,0
819.42,0,307,89.0,12,2019,0.88,0.834,0,0,0,0,0,0,0,0,0,0,0,1,0
764.72,0,217,91.0,2,2020,0.733,0.445,0,0,0,0,0,0,0,1,0,0,0,0,0
1084.16,0,1617,29.0,6,2019,0.391,0.858,0,0,0,0,0,0,0,0,0,0,0,1,0
46.19,1,3766,35.0,10,2019,0.869,0.703,0,0,0,1,0,0,0,0,0,0,0,0,0
15.09,0,1363,79.0,8,2019,0.157,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0
3.41,1,272,17.0,3,2019,0.807,0.61,0,0,0,0,0,0,0,0,0,0,0,0,1
777.48,0,42384,26.0,8,2019,0.327,0.187,0,0,0,0,0,0,0,0,0,0,0,1,0
74.65,1,1504,26.0,6,2020,0.104,0.05,0,0,0,0,1,0,0,0,0,0,0,0,0
73.97,1,341043,30.0,11,2019,0.539,0.92,0,1,0,0,0,0,0,0,0,0,0,0,0
330.35,0,2856,93.0,6,2020,0.394,0.464,0,0,0,1,0,0,0,0,0,0,0,0,0
121.4,0,45303,50.0,3,2020,0.232,0.446,0,0,0,0,0,0,1,0,0,0,0,0,0
1.06,1,732,63.0,6,2020,0.779,0.755,0,0,0,0,0,0,0,0,0,0,0,0,1
5.61,1,470,55.0,5,2020,0.144,0.898,0,0,0,0,0,0,0,0,0,1,0,0,0
119.31,0,1263321,44.0,12,2019,0.095,0.548,1,0,0,0,0,0,0,0,0,0,0,0,0
729.44,0,2601,62.0,10,2019,0.974,0.272,0,0,0,0,0,0,0,1,0,0,0,0,0
779.87,0,2054,56.0,3,2020,0.808,0.736,0,0,0,0,0,0,0,0,0,0,0,1,0
278.4,1,49,37.0,3,2019,0.369,0.81,0,0,0,1,0,0,0,0,0,0,0,0,0
6.46,1,4677,64.0,6,2019,0.362,0.689,0,0,0,0,0,0,0,0,0,0,0,1,0
270.54,0,20133,83.0,4,2020,0.666,0.866,0,0,0,1,0,0,0,0,0,0,0,0,0
18.89,0,42384,26.0,8,2019,0.045,0.712,0,0,0,0,0,0,0,0,0,1,0,0,0
737.76,1,1831,65.0,8,2019,0.579,0.235,0,0,0,0,0,0,0,1,0,0,0,0,0
316.84,1,389246,80.0,3,2019,0.488,0.714,0,0,0,1,0,0,0,0,0,0,0,0,0
19.31,1,321490,28.0,5,2020,0.874,0.504,0,0,0,0,0,0,0,0,0,1,0,0,0
7.55,1,3688,46.0,12,2019,0.596,0.186,1,0,0,0,0,0,0,0,0,0,0,0,0
3.28,0,4845,93.0,3,2020,0.453,0.064,0,0,0,0,0,0,0,0,1,0,0,0,0
43.09,1,9784,95.0,4,2020,0.078,0.012,0,0,0,0,0,0,0,0,0,1,0,0,0
839.35,0,73,83.0,1,2019,0.919,0.042,0,0,0,0,0,0,0,0,0,0,0,1,0
208.4,0,27971,34.0,4,2019,0.405,0.58,0,0,0,1,0,0,0,0,0,0,0,0,0
11.28,1,47119,53.0,4,2019,0.469,0.031,0,0,1,0,0,0,0,0,0,0,0,0,0
7.27,1,15647,71.0,12,2019,0.168,0.171,0,0,0,0,0,0,1,0,0,0,0,0,0
7.85,1,518429,23.0,9,2019,0.852,0.498,0,1,0,0,0,0,0,0,0,0,0,0,0
702.73,0,203571,23.0,10,2019,0.858,0.473,0,0,0,0,0,0,0,1,0,0,0,0,0
9.99,0,59744,36.0,3,2020,0.423,0.448,0,0,0,0,0,0,0,0,0,0,1,0,0
682.53,0,8007,78.0,7,2019,0.423,0.688,0,0,0,0,0,0,0,1,0,0,0,0,0
815.78,1,52,29.0,3,2020,0.713,0.567,0,0,0,0,0,0,0,0,0,0,0,1,0
9.71,0,67082,50.0,5,2020,0.56,0.972,0,0,0,0,0,0,0,0,0,0,1,0,0
343.05,0,263,63.0,10,2019,0.186,0.909,0,0,0,1,0,0,0,0,0,0,0,0,0
52.94,0,94325,31.0,5,2019,0.907,0.495,0,0,0,0,0,0,0,0,0,1,0,0,0
11.86,0,4198,17.0,5,2019,0.943,0.391,0,1,0,0,0,0,0,0,0,0,0,0,0
42.38,0,118,62.0,1,2020,0.099,0.953,1,0,0,0,0,0,0,0,0,0,0,0,0
347.94,0,3164,58.0,8,2019,0.011,0.327,0,0,0,1,0,0,0,0,0,0,0,0,0
2.81,0,1970,33.0,7,2019,0.907,0.676,0,0,0,0,0,0,0,0,0,0,0,0,0
334.72,0,5778,66.0,5,2019,0.571,0.257,0,0,0,1,0,0,0,0,0,0,0,0,0
298.4,1,341043,30.0,5,2019,0.153,0.513,0,0,0,1,0,0,0,0,0,0,0,0,0
86.31,1,3451,34.0,3,2019,0.556,0.949,0,0,0,0,0,0,0,1,0,0,0,0,0
17.51,0,118,62.0,12,2019,0.769,0.625,1,0,0,0,0,0,0,0,0,0,0,0,0
931.07,1,190178,59.0,2,2019,0.13,0.323,0,0,0,0,0,0,0,0,0,0,1,0,0
64.19,1,19054,42.0,2,2019,0.749,0.715,0,1,0,0,0,0,0,0,0,0,0,0,0
16.61,1,564,22.0,1,2019,0.842,0.781,1,0,0,0,0,0,0,0,0,0,0,0,0
1031.35,1,16163,32.0,8,2019,0.775,0.86,0,0,0,0,0,0,0,0,0,0,1,0,0
736.16,1,1897,66.0,10,2019,0.014,0.359,0,0,0,0,0,0,0,1,0,0,0,0,0
288.03,0,1583,20.0,2,2020,0.143,0.232,0,0,0,1,0,0,0,0,0,0,0,0,0
4.49,0,1420,54.0,2,2020,0.003,0.649,0,0,0,0,0,0,0,0,0,0,0,1,0
18.05,0,77,29.0,2,2019,0.714,0.28,0,0,0,0,1,0,0,0,0,0,0,0,0
983.84,0,27829,64.0,3,2019,0.025,0.097,0,0,0,0,0,0,0,0,0,0,1,0,0
3.38,1,757530,40.0,11,2019,0.116,0.244,0,0,0,0,0,0,0,1,0,0,0,0,0
310.89,0,2054,56.0,3,2020,0.865,0.335,0,0,0,1,0,0,0,0,0,0,0,0,0
311.92,1,145,79.0,1,2019,0.039,0.002,0,0,0,1,0,0,0,0,0,0,0,0,0
1.92,0,241,44.0,8,2019,0.199,0.79,0,0,0,0,0,0,0,1,0,0,0,0,0
6.22,0,1523,35.0,8,2019,0.202,0.282,0,0,0,0,0,0,1,0,0,0,0,0,0
49.84,1,825,28.0,8,2019,0.694,0.684,1,0,0,0,0,0,0,0,0,0,0,0,0
52.11,1,2870,21.0,5,2020,0.226,0.611,0,0,0,1,0,0,0,0,0,0,0,0,0
11.39,1,4778,64.0,3,2019,0.104,0.988,0,1,0,0,0,0,0,0,0,0,0,0,0
9.64,0,1643,43.0,1,2020,0.043,0.025,0,0,0,0,0,1,0,0,0,0,0,0,0
105.92,1,137,28.0,4,2019,0.811,0.415,0,0,0,0,0,0,0,1,0,0,0,0,0
736.87,1,177,45.0,2,2020,0.094,0.835,0,0,0,0,0,0,0,1,0,0,0,0,0
77.86,1,43102,68.0,11,2019,0.384,0.751,0,0,0,1,0,0,0,0,0,0,0,0,0
95.34,0,22305,80.0,1,2020,0.473,0.941,0,0,0,1,0,0,0,0,0,0,0,0,0
24.68,0,22305,79.0,3,2019,0.521,0.621,0,0,0,0,0,0,1,0,0,0,0,0,0
81.48,1,885,31.0,11,2019,0.641,0.104,0,0,0,0,0,0,0,0,0,0,1,0,0
352.72,0,11432,33.0,10,2019,0.709,0.083,0,0,0,1,0,0,0,0,0,0,0,0,0
2.91,0,22305,80.0,7,2019,0.065,0.655,0,0,0,0,0,0,0,0,0,0,0,1,0
121.96,0,878,45.0,5,2020,0.813,0.846,0,0,0,0,0,1,0,0,0,0,0,0,0
728.0,0,51427,27.0,3,2019,0.185,0.579,0,0,0,0,0,0,0,0,0,0,1,0,0
127.67,1,477,30.0,4,2019,0.201,0.859,0,0,0,0,0,0,0,0,0,0,1,0,0
1009.55,1,3224,21.0,5,2019,0.832,0.97,0,0,0,0,0,0,0,0,0,0,1,0,0
309.86,1,1382480,28.0,7,2019,0.544,0.193,0,0,0,1,0,0,0,0,0,0,0,0,0
18.55,0,2401,48.0,6,2020,0.241,0.066,0,0,0,0,0,0,0,0,0,1,0,0,0
80.49,1,686,39.0,4,2020,0.298,0.21,0,0,0,1,0,0,0,0,0,0,0,0,0
1.86,0,2135,14.0,2,2019,0.071,0.36,0,0,0,0,1,0,0,0,0,0,0,0,0
1.35,0,3862,57.0,1,2020,0.88,0.891,0,0,0,0,0,0,0,0,0,0,0,0,1
8.9,0,2526,48.0,11,2019,0.455,0.136,0,0,0,0,0,0,0,0,1,0,0,0,0
122.41,0,4424,57.0,3,2019,0.448,0.654,0,0,0,0,0,1,0,0,0,0,0,0,0
934.61,1,316665,29.0,2,2020,0.357,0.579,0,0,0,0,0,0,0,1,0,0,0,0,0
6.3,1,190178,45.0,3,2019,0.532,0.396,0,0,0,0,0,0,0,0,0,0,0,1,0
18.35,1,47249,38.0,1,2019,0.295,0.596,0,0,0,0,0,0,0,0,0,1,0,0,0
139.07,1,308,61.0,3,2020,0.536,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0
30.56,0,343,47.0,7,2019,0.979,0.773,0,0,0,0,0,0,1,0,0,0,0,0,0
296.25,0,18799,19.0,4,2019,0.085,0.638,0,0,0,1,0,0,0,0,0,0,0,0,0
853.27,1,1126,64.0,8,2019,0.895,0.072,0,0,0,0,0,0,0,1,0,0,0,0,0
337.24,0,12866,73.0,12,2019,0.973,0.278,0,0,0,0,0,0,0,0,0,0,0,0,0
147.04,0,16183,42.0,6,2020,0.89,0.298,0,0,0,0,0,0,1,0,0,0,0,0,0
294.77,1,1126,39.0,8,2019,0.749,0.65,0,0,0,1,0,0,0,0,0,0,0,0,0
46.9,0,4508,70.0,2,2020,0.555,0.001,1,0,0,0,0,0,0,0,0,0,0,0,0
8.69,0,46,33.0,5,2020,0.646,0.717,0,0,0,0,0,0,0,1,0,0,0,0,0
311.84,1,134056,63.0,1,2020,0.474,0.768,0,0,0,1,0,0,0,0,0,0,0,0,0
222.69,0,302,30.0,6,2020,0.379,0.023,0,0,0,0,0,1,0,0,0,0,0,0,0
732.82,0,4895,60.0,2,2019,0.809,0.027,0,0,0,0,0,0,0,1,0,0,0,0,0
844.57,1,911,49.0,9,2019,0.78,0.661,0,0,0,0,0,0,0,0,0,0,1,0,0
226.82,0,1847,31.0,12,2019,0.499,0.02,0,0,0,0,0,1,0,0,0,0,0,0,0
329.71,1,333497,51.0,12,2019,0.522,0.48,0,0,0,1,0,0,0,0,0,0,0,0,0
798.56,1,2395,26.0,11,2019,0.171,0.252,0,0,0,0,0,0,0,0,0,0,1,0,0
7.64,0,320,58.0,9,2019,0.329,0.396,0,0,0,0,0,0,0,0,0,0,1,0,0
1033.78,1,5507,45.0,1,2019,0.089,0.116,0,0,0,0,0,0,0,0,0,0,1,0,0
760.54,0,413574,48.0,3,2020,0.309,0.062,0,0,0,0,0,0,0,1,0,0,0,0,0
1127.56,0,1228,28.0,1,2019,0.747,0.482,0,0,0,0,0,0,0,0,0,0,1,0,0
326.85,1,22930,48.0,4,2020,0.781,0.119,0,0,0,1,0,0,0,0,0,0,0,0,0
86.79,0,771,47.0,6,2020,0.819,0.798,0,0,0,0,0,1,0,0,0,0,0,0,0
838.68,0,837792,62.0,11,2019,0.468,0.243,0,0,0,0,0,0,0,0,0,0,1,0,0
120.45,1,47249,38.0,3,2019,0.174,0.295,0,0,0,0,0,0,0,0,0,0,0,0,0
22.12,0,2379,48.0,6,2019,0.597,0.809,0,0,0,0,1,0,0,0,0,0,0,0,0
866.93,1,5512,39.0,2,2020,0.692,0.374,0,0,0,0,0,0,0,0,0,0,1,0,0
259.24,0,5778,66.0,5,2019,0.682,0.802,0,0,0,1,0,0,0,0,0,0,0,0,0
137.6,0,5161,25.0,3,2019,0.73,0.348,1,0,0,0,0,0,0,0,0,0,0,0,0
11.36,0,4074,43.0,8,2019,0.953,0.244,0,1,0,0,0,0,0,0,0,0,0,0,0
62.59,0,307,89.0,11,2019,0.182,0.287,0,1,0,0,0,0,0,0,0,0,0,0,0
22.72,0,863,47.0,10,2019,0.03,0.731,0,0,0,0,0,0,1,0,0,0,0,0,0
81.16,0,1051,42.0,10,2019,0.849,0.099,0,1,0,0,0,0,0,0,0,0,0,0,0
739.29,0,12747,32.0,7,2019,0.43,0.34,0,0,0,0,0,0,0,0,0,0,1,0,0
926.06,0,163415,15.0,3,2020,0.555,0.038,0,0,0,0,0,0,0,0,0,0,1,0,0
215.28,0,1810,44.0,5,2019,0.7,0.232,0,0,0,0,0,1,0,0,0,0,0,0,0
